zone_geo,IVG_HOSP_INS,IVG_HOSP_MED,IVG_HOSP_INC,IVG_CAB,IVG_CEN,TOT_IVG,TAUX_rec,annee,IVG_INST,part_anesth,PART_IVG_TARD,NB_IVG_TARD,Unnamed: 4,Unnamed: 5,IVG_HORS_ZONE,CAB_GO,CAB_MG,CAB_SF,CAB_AUT,TELE_GO,TELE_MG,TELE_SF,TELE_AUT,AGE_INF_18,AGE_18&19,AGE_20_24,AGE_25_29,AGE_30_34,AGE_35_39,AGE_40&plus,IVG_GO,IVG_MG,IVG_SF,IVG_AUT,Unnamed: 6
Isère,1465.0,935.0,15.0,673.0,282.0,3370.0,"12,18352657",2017.0,1470.0,"93,5","5,5",185.0,,,"10,8",6.0,13.0,1.0,0.0,,,,,111.0,185.0,739.0,747.0,732.0,546.0,287.0,176,483,NC,0,
Isère,1482.0,1011.0,9.0,755.0,406.0,3663.0,"13,20871061",2018.0,1500.0,"96,0","5,4",199.0,,,"12,2",5.0,14.0,2.0,0.0,,,,,134.0,224.0,806.0,819.0,783.0,594.0,276.0,164,509,NC,0,
Isère,1481.0,1098.0,14.0,718.0,303.0,3614.0,"13,04034062",2019.0,1474.0,"96,1","5,9",215.0,,,"12,8",5.0,14.0,1.0,0.0,,,,,108.0,249.0,760.0,824.0,738.0,638.0,285.0,147,431,NC,0,
Isère,1258.0,1318.0,7.0,608.0,387.0,3578.0,"12,95180178",2020.0,1287.0,"94,3","5,1",183.0,,,"11,9",4.0,17.0,2.0,0.0,1.0,3.0,,,100.0,200.0,786.0,837.0,737.0,607.0,296.0,178,258,NC,0,
Isère,1106.0,1234.0,16.0,576.0,441.0,3373.0,"12,164248",2021.0,1110.0,"96,3","5,2",174.0,,,"13,3",4.0,22.0,10.0,0.0,1.0,1.0,,,101.0,198.0,729.0,760.0,742.0,569.0,267.0,153,204,105,0,
Isère,1166.0,1178.0,5.0,788.0,542.0,3679.0,"13,23652691",2022.0,1148.0,"97,0","6,8",250.0,,,"15,2",3.0,25.0,16.0,,1.0,2.0,,1.0,110.0,200.0,839.0,790.0,774.0,626.0,325.0,78,215,302,NC,
Isère,1140.0,1104.0,7.0,897.0,592.0,3740.0,"13,41424923",2023.0,1130.0,"97,3","5,7",215.0,,,"16,4",3.0,24.0,21.0,0.0,1.0,1.0,,1.0,117.0,214.0,783.0,903.0,792.0,609.0,286.0,75,169,390,NC,
Isère,1201.0,1137.0,9.0,992.0,571.0,3910.0,"13,99242047",2024.0,1165.0,"92,1","5,9",229.0,,,"15,3",4.0,23.0,26.0,,,3.0,,5.0,112.0,235.0,888.0,838.0,807.0,674.0,301.0,46,134,566,NC,
Jura,237.0,358.0,1.0,37.0,1.0,634.0,"12,39104093",2016.0,239.0,"61,9","4,7",30.0,,,"29,2",,1.0,,0.0,,,,,27.0,48.0,127.0,148.0,146.0,86.0,52.0,0,NC,0,0,
Jura,167.0,363.0,1.0,27.0,0.0,558.0,"11,05410171",2017.0,174.0,"72,4","5,4",30.0,,,"20,8",,1.0,,0.0,,,,,21.0,39.0,133.0,129.0,108.0,85.0,43.0,0,NC,0,0,
Jura,141.0,368.0,1.0,61.0,0.0,571.0,"11,39515855",2018.0,127.0,"74,8","6,0",34.0,,,"24,5",1.0,1.0,1.0,0.0,,,,,25.0,32.0,118.0,128.0,130.0,98.0,40.0,NC,NC,NC,0,
Jura,117.0,364.0,8.0,74.0,1.0,564.0,"11,32621094",2019.0,112.0,"75,0","5,5",31.0,,,"22,2",,1.0,3.0,0.0,,,,,17.0,38.0,112.0,135.0,125.0,103.0,34.0,0,NC,24,0,
Jura,104.0,354.0,1.0,140.0,0.0,599.0,"12,1395132",2020.0,93.0,"68,8","4,2",25.0,,,"18,9",1.0,1.0,3.0,0.0,,,,,22.0,29.0,121.0,137.0,146.0,97.0,45.0,NC,NC,29,0,
Jura,106.0,364.0,2.0,118.0,3.0,593.0,"12,15911421",2021.0,94.0,"73,4","3,7",22.0,,,"20,7",1.0,1.0,4.0,0.0,,,,,22.0,32.0,128.0,132.0,138.0,94.0,47.0,NC,NC,33,0,
Jura,92.0,356.0,3.0,160.0,0.0,611.0,"12,62735859",2022.0,94.0,"86,2","5,4",33.0,,,"19,5",1.0,1.0,4.0,,,,,,26.0,33.0,128.0,136.0,134.0,104.0,48.0,NC,NC,62,0,
Jura,91.0,417.0,3.0,156.0,2.0,669.0,"13,93633864",2023.0,77.0,"96,1","4,5",30.0,,,"22,9",1.0,2.0,5.0,0.0,,,,,25.0,43.0,132.0,151.0,146.0,116.0,56.0,NC,NC,58,0,
Jura,100.0,404.0,2.0,170.0,4.0,680.0,"14,24859609",2024.0,93.0,"97,8","4,6",31.0,,,"22,9",1.0,2.0,4.0,,,,,,23.0,39.0,139.0,149.0,145.0,139.0,41.0,NC,NC,64,0,
La Réunion,1189.0,1953.0,17.0,1109.0,1.0,4269.0,"20,20761442",2016.0,1190.0,"100,0","6,7",284.0,,,"0,9",4.0,10.0,,0.0,,,,,333.0,392.0,1073.0,935.0,740.0,527.0,249.0,731,423,0,0,
La Réunion,1014.0,1943.0,9.0,1347.0,1.0,4314.0,"20,5949329",2017.0,1023.0,"100,0","6,7",288.0,,,"1,1",6.0,14.0,,0.0,,,,,281.0,347.0,1016.0,989.0,806.0,589.0,254.0,813,590,0,0,
La Réunion,835.0,2039.0,12.0,1641.0,6.0,4533.0,"21,83673273",2018.0,842.0,"100,0","6,8",309.0,,,"1,1",5.0,18.0,2.0,0.0,,,,,275.0,379.0,1038.0,982.0,912.0,646.0,271.0,847,809,NC,0,
La Réunion,732.0,1978.0,39.0,1676.0,7.0,4432.0,"21,48650549",2019.0,722.0,"99,9","6,1",270.0,,,"1,4",5.0,22.0,7.0,0.0,,,,,272.0,361.0,1009.0,1014.0,855.0,634.0,271.0,782,694,224,0,
La Réunion,510.0,1774.0,12.0,2034.0,3.0,4333.0,"21,15598695",2020.0,513.0,"100,0","4,3",185.0,,,"1,5",8.0,28.0,11.0,0.0,1.0,,,,213.0,316.0,958.0,993.0,882.0,665.0,291.0,700,849,513,0,
La Réunion,535.0,1467.0,33.0,2402.0,12.0,4449.0,"21,67684977",2021.0,540.0,"100,0","4,7",211.0,,,"1,8",10.0,31.0,14.0,0.0,,,,1.0,254.0,344.0,960.0,985.0,909.0,693.0,280.0,715,999,728,NC,
La Réunion,556.0,1436.0,31.0,2758.0,8.0,4789.0,"23,26575625",2022.0,557.0,"100,0","5,5",265.0,,,2,10.0,35.0,16.0,1.0,1.0,2.0,,,238.0,354.0,1113.0,1048.0,1046.0,694.0,273.0,721,1085,1000,NC,
La Réunion,564.0,1515.0,25.0,3081.0,13.0,5198.0,"25,28173227",2023.0,563.0,"99,8","6,0",311.0,,,"3,5",11.0,39.0,23.0,0.0,2.0,,,,249.0,364.0,1180.0,1195.0,1086.0,770.0,315.0,764,1130,1134,0,
La Réunion,553.0,1335.0,34.0,3589.0,10.0,5521.0,"26,89746226",2024.0,558.0,"99,6","5,6",310.0,,,"5,1",18.0,48.0,39.0,,1.0,,,1.0,260.0,429.0,1276.0,1189.0,1191.0,777.0,362.0,659,927,1931,0,
Landes,429.0,433.0,1.0,109.0,7.0,979.0,"12,52767221",2016.0,294.0,"96,6","5,8",57.0,,,"36,2",2.0,1.0,,1.0,,,,,44.0,54.0,200.0,220.0,219.0,162.0,80.0,NC,NC,0,NC,
Landes,408.0,406.0,1.0,155.0,12.0,982.0,"12,5976575",2017.0,299.0,"99,3","4,0",39.0,,,"30,2",2.0,4.0,3.0,1.0,,,,,43.0,56.0,191.0,246.0,214.0,159.0,73.0,NC,58,37,NC,
Landes,391.0,414.0,0.0,225.0,8.0,1038.0,"13,33658825",2018.0,315.0,"99,0","4,7",49.0,,,"27,1",1.0,3.0,5.0,1.0,,,,,44.0,45.0,235.0,263.0,207.0,175.0,69.0,NC,64,119,NC,
Landes,380.0,400.0,2.0,269.0,9.0,1060.0,"13,57947194",2019.0,297.0,"99,7","5,4",57.0,,,"26,2",1.0,4.0,10.0,1.0,,,,,37.0,62.0,225.0,240.0,223.0,196.0,77.0,NC,28,234,NC,
Landes,355.0,350.0,3.0,338.0,6.0,1052.0,"13,46646185",2020.0,277.0,"99,6","5,2",55.0,,,"25,1",2.0,5.0,12.0,1.0,,,,2.0,28.0,60.0,198.0,222.0,262.0,187.0,93.0,NC,48,265,NC,
Landes,329.0,289.0,4.0,414.0,7.0,1043.0,"13,29272023",2021.0,238.0,"100,0","4,9",51.0,,,"24,2",2.0,4.0,14.0,1.0,,2.0,,2.0,24.0,63.0,208.0,207.0,234.0,194.0,109.0,NC,31,332,NC,
Landes,295.0,385.0,3.0,535.0,11.0,1229.0,"15,57095618",2022.0,222.0,"99,5","5,5",67.0,,,25,2.0,6.0,16.0,1.0,,1.0,,,28.0,53.0,243.0,292.0,274.0,223.0,115.0,NC,55,430,NC,
Landes,305.0,409.0,5.0,567.0,18.0,1304.0,"16,48712891",2023.0,212.0,"100,0","5,8",76.0,,,"25,1",3.0,5.0,20.0,1.0,,2.0,,3.0,35.0,77.0,251.0,278.0,310.0,216.0,125.0,38,33,489,NC,
Landes,279.0,392.0,6.0,591.0,12.0,1280.0,"16,11968869",2024.0,197.0,"100,0","6,6",84.0,,,"25,1",2.0,6.0,22.0,,,,,,36.0,68.0,274.0,258.0,279.0,233.0,118.0,NC,54,495,0,
Loir-et-Cher,210.0,462.0,7.0,24.0,3.0,706.0,"11,06010997",2016.0,215.0,"35,8","5,2",37.0,,,"12,7",,1.0,,0.0,,,,,32.0,47.0,162.0,176.0,141.0,95.0,53.0,0,NC,0,0,
Loir-et-Cher,182.0,423.0,0.0,27.0,3.0,635.0,"10,09571052",2017.0,193.0,"35,2","3,8",24.0,,,12,,1.0,,0.0,,,,,25.0,37.0,139.0,151.0,147.0,87.0,49.0,0,NC,0,0,
Loir-et-Cher,204.0,461.0,1.0,30.0,2.0,698.0,"11,28737528",2018.0,209.0,"44,5","5,6",39.0,,,"14,9",,1.0,,0.0,,,,,31.0,40.0,166.0,157.0,153.0,96.0,55.0,0,NC,0,0,
Loir-et-Cher,235.0,438.0,7.0,35.0,2.0,717.0,"11,6196156",2019.0,230.0,"42,6","4,9",35.0,,,"15,5",,1.0,,0.0,,,,,28.0,49.0,149.0,165.0,147.0,132.0,47.0,0,NC,0,0,
Loir-et-Cher,228.0,410.0,2.0,32.0,2.0,674.0,"11,03001342",2020.0,244.0,"31,6","3,1",21.0,,,"12,6",,1.0,1.0,0.0,,,,,25.0,42.0,127.0,144.0,161.0,125.0,50.0,0,NC,NC,0,
Loir-et-Cher,279.0,369.0,0.0,43.0,2.0,693.0,"11,42979664",2021.0,275.0,"25,1","5,1",35.0,,,"15,7",,1.0,1.0,0.0,,,,,18.0,47.0,151.0,132.0,162.0,134.0,49.0,0,NC,NC,0,
Loir-et-Cher,267.0,439.0,1.0,73.0,5.0,785.0,"12,99281671",2022.0,265.0,"27,5","3,6",28.0,,,"16,8",1.0,2.0,1.0,,,2.0,,,34.0,44.0,160.0,171.0,167.0,140.0,61.0,NC,NC,NC,0,
Loir-et-Cher,360.0,370.0,3.0,109.0,7.0,849.0,"14,15117926",2023.0,346.0,"21,1","5,2",44.0,,,"19,1",1.0,1.0,4.0,0.0,,2.0,,,19.0,39.0,208.0,181.0,167.0,149.0,71.0,NC,NC,39,0,
Loir-et-Cher,311.0,359.0,1.0,163.0,7.0,841.0,"14,09323994",2024.0,308.0,"19,2","4,6",39.0,,,"17,4",1.0,1.0,5.0,,,6.0,,,31.0,52.0,186.0,161.0,190.0,135.0,62.0,NC,NC,101,0,
Loire,591.0,846.0,3.0,251.0,63.0,1754.0,"11,16443675",2016.0,626.0,"99,7","6,7",117.0,,,"7,9",11.0,4.0,,0.0,,,,,73.0,143.0,385.0,397.0,352.0,264.0,137.0,193,161,0,0,
Loire,595.0,838.0,6.0,253.0,83.0,1775.0,"11,33844788",2017.0,631.0,"99,2","5,9",104.0,,,"6,9",12.0,5.0,2.0,0.0,,,,,63.0,146.0,416.0,383.0,368.0,267.0,131.0,222,60,NC,0,
Loire,629.0,828.0,0.0,297.0,110.0,1864.0,"11,99647314",2018.0,656.0,"99,8","5,6",105.0,,,"8,3",14.0,5.0,6.0,0.0,,,,,59.0,147.0,447.0,410.0,386.0,286.0,128.0,209,57,35,0,
Loire,573.0,862.0,4.0,438.0,116.0,1993.0,"12,82637097",2019.0,598.0,"99,7","5,2",104.0,,,"7,5",16.0,5.0,7.0,0.0,,,,,64.0,129.0,505.0,433.0,406.0,316.0,139.0,282,71,85,0,
Loire,451.0,814.0,4.0,522.0,137.0,1928.0,"12,4343777",2020.0,472.0,"100,0","5,5",106.0,,,"9,2",15.0,4.0,13.0,0.0,,3.0,,2.0,60.0,105.0,415.0,428.0,447.0,322.0,137.0,293,51,204,0,
Loire,427.0,881.0,3.0,578.0,167.0,2056.0,"13,28706127",2021.0,427.0,"100,0","4,8",99.0,,,"8,5",15.0,5.0,14.0,0.0,,,,1.0,54.0,104.0,460.0,454.0,459.0,355.0,166.0,243,91,257,0,
Loire,439.0,863.0,4.0,694.0,188.0,2188.0,"14,09194544",2022.0,462.0,"100,0","6,5",143.0,,,"10,4",14.0,7.0,12.0,,,1.0,,1.0,60.0,132.0,500.0,514.0,458.0,335.0,183.0,197,144,316,0,
Loire,426.0,926.0,0.0,751.0,135.0,2238.0,"14,41415911",2023.0,452.0,"99,6","6,4",144.0,,,"11,3",13.0,8.0,14.0,0.0,1.0,,,1.0,72.0,123.0,522.0,576.0,476.0,328.0,137.0,199,112,402,0,
Loire,473.0,967.0,0.0,855.0,11.0,2306.0,"14,84246774",2024.0,493.0,"99,8","6,7",154.0,,,"10,7",14.0,9.0,19.0,,,,,1.0,65.0,143.0,580.0,559.0,441.0,356.0,156.0,226,105,470,0,
Loire-Atlantique,1865.0,1343.0,6.0,203.0,2.0,3419.0,"10,99912174",2016.0,1899.0,"42,4","6,9",236.0,,,"5,5",6.0,2.0,,0.0,,,,,157.0,230.0,824.0,729.0,693.0,544.0,242.0,194,NC,0,0,
Loire-Atlantique,1909.0,1386.0,4.0,190.0,5.0,3494.0,"11,19197407",2017.0,1988.0,"43,3","6,4",224.0,,,"5,9",6.0,1.0,,0.0,,,,,132.0,233.0,842.0,812.0,757.0,490.0,228.0,166,NC,0,0,
Loire-Atlantique,1936.0,1440.0,14.0,311.0,7.0,3708.0,"11,74071635",2018.0,1993.0,"39,0","7,3",269.0,,,"5,7",6.0,3.0,,0.0,,,,,141.0,248.0,838.0,855.0,756.0,619.0,250.0,228,70,0,0,
Loire-Atlantique,1940.0,1620.0,23.0,311.0,4.0,3898.0,"12,24011731",2019.0,2042.0,"45,0","6,5",254.0,,,"5,2",6.0,5.0,2.0,0.0,,,,,127.0,227.0,868.0,898.0,808.0,657.0,313.0,185,100,NC,0,
Loire-Atlantique,1757.0,1581.0,33.0,426.0,7.0,3804.0,"11,85877952",2020.0,1828.0,"42,7","5,6",212.0,,,"6,1",7.0,7.0,3.0,0.0,1.0,2.0,,,117.0,208.0,833.0,888.0,814.0,661.0,278.0,175,153,99,0,
Loire-Atlantique,1684.0,1578.0,3.0,522.0,12.0,3799.0,"11,74386685",2021.0,1724.0,"47,1","5,3",202.0,,,"6,8",7.0,7.0,5.0,0.0,1.0,2.0,,,95.0,206.0,801.0,862.0,863.0,656.0,309.0,201,150,157,0,
Loire-Atlantique,1671.0,1586.0,13.0,756.0,18.0,4044.0,"12,37817719",2022.0,1742.0,"52,8","6,9",279.0,,,"6,7",7.0,11.0,7.0,,,1.0,,,107.0,243.0,917.0,907.0,850.0,684.0,327.0,151,178,442,NC,
Loire-Atlantique,1725.0,1538.0,24.0,950.0,27.0,4264.0,"12,95910769",2023.0,1781.0,"54,8","6,6",280.0,,,"7,8",7.0,12.0,16.0,0.0,,1.0,,1.0,117.0,238.0,1013.0,915.0,940.0,731.0,303.0,161,149,628,NC,
Loire-Atlantique,1629.0,1457.0,24.0,1077.0,65.0,4252.0,"12,83405673",2024.0,1683.0,"63,9","7,3",309.0,,,"6,8",7.0,16.0,27.0,,,1.0,,2.0,101.0,258.0,1021.0,888.0,898.0,762.0,320.0,137,131,811,NC,
Loiret,434.0,1327.0,3.0,184.0,93.0,2041.0,"14,22210454",2016.0,402.0,"88,1","5,7",117.0,,,"13,7",3.0,2.0,,0.0,,,,,77.0,142.0,493.0,488.0,398.0,319.0,123.0,54,NC,0,0,
Loiret,413.0,1298.0,3.0,202.0,142.0,2058.0,"14,28928512",2017.0,365.0,"96,2","5,8",120.0,,,"13,6",5.0,2.0,,0.0,,,,,85.0,121.0,482.0,486.0,436.0,295.0,153.0,38,NC,0,0,
Loiret,523.0,1308.0,4.0,255.0,111.0,2201.0,"15,34118631",2018.0,472.0,"82,0","6,7",147.0,,,"13,7",5.0,3.0,,0.0,,,,,96.0,133.0,520.0,507.0,471.0,352.0,120.0,68,91,0,0,
Loiret,533.0,1231.0,10.0,294.0,108.0,2176.0,"15,20838138",2019.0,507.0,"78,7","6,3",138.0,,,"12,8",4.0,4.0,,0.0,,,,,75.0,138.0,513.0,480.0,493.0,339.0,138.0,49,142,0,0,
Loiret,504.0,1045.0,7.0,375.0,98.0,2029.0,"14,20530126",2020.0,480.0,"87,1","6,6",133.0,,,"13,2",6.0,3.0,1.0,0.0,1.0,2.0,,,90.0,110.0,423.0,489.0,452.0,302.0,155.0,36,244,NC,0,
Loiret,418.0,984.0,4.0,508.0,185.0,2099.0,"14,75571178",2021.0,411.0,"85,6","6,1",128.0,,,14,4.0,4.0,1.0,0.0,,2.0,,,86.0,104.0,437.0,456.0,475.0,363.0,173.0,69,313,NC,NC,
Loiret,415.0,1119.0,7.0,568.0,190.0,2299.0,"16,14454955",2022.0,404.0,"83,9","5,7",131.0,,,"14,5",4.0,4.0,1.0,,,1.0,,1.0,80.0,129.0,505.0,503.0,513.0,375.0,186.0,60,324,NC,NC,
Loiret,447.0,1055.0,2.0,693.0,188.0,2385.0,"16,77887761",2023.0,432.0,"83,1","6,1",146.0,,,14,4.0,5.0,2.0,0.0,,2.0,,,70.0,127.0,519.0,547.0,506.0,405.0,197.0,83,383,NC,NC,
Loiret,457.0,1150.0,7.0,743.0,197.0,2554.0,"17,98021754",2024.0,444.0,"76,6","5,7",145.0,,,"14,5",3.0,5.0,2.0,,,1.0,,,70.0,155.0,578.0,547.0,542.0,426.0,212.0,76,388,NC,NC,
Lot,157.0,254.0,0.0,21.0,2.0,434.0,"14,64435146",2016.0,124.0,"99,2","3,7",16.0,,,"39,9",1.0,,,0.0,,,,,19.0,25.0,94.0,97.0,98.0,59.0,42.0,NC,0,0,0,
Lot,158.0,239.0,5.0,19.0,2.0,423.0,"14,36820652",2017.0,109.0,"99,1","4,3",18.0,,,"39,2",1.0,,,0.0,,,,,12.0,25.0,105.0,104.0,81.0,72.0,24.0,NC,0,0,0,
Lot,111.0,327.0,1.0,12.0,4.0,455.0,"15,64918315",2018.0,83.0,"98,8","2,0",9.0,,,"42,4",,,1.0,0.0,,,,,21.0,32.0,104.0,106.0,96.0,63.0,33.0,0,0,NC,0,
Lot,137.0,283.0,0.0,48.0,3.0,471.0,"16,19725575",2019.0,100.0,"100,0","4,0",19.0,,,"37,6",,1.0,2.0,0.0,,,,,19.0,24.0,96.0,119.0,87.0,84.0,42.0,0,NC,NC,0,
Lot,98.0,284.0,2.0,64.0,2.0,450.0,"15,62391501",2020.0,69.0,"100,0","2,7",12.0,,,"36,7",,1.0,2.0,0.0,,,,,17.0,29.0,72.0,113.0,105.0,82.0,31.0,0,NC,NC,0,
Lot,96.0,298.0,0.0,71.0,1.0,466.0,"16,30453798",2021.0,74.0,"98,6","2,6",12.0,,,"37,3",,1.0,2.0,0.0,,,,,22.0,31.0,97.0,90.0,102.0,92.0,31.0,0,NC,NC,0,
Lot,87.0,306.0,2.0,80.0,3.0,478.0,"16,72498251",2022.0,58.0,"100,0","3,1",15.0,,,"36,4",,1.0,2.0,,,,,,16.0,25.0,101.0,104.0,110.0,79.0,43.0,0,NC,NC,0,
Lot,110.0,330.0,5.0,86.0,5.0,536.0,"18,85929418",2023.0,76.0,"98,7","4,5",24.0,,,"36,2",,1.0,2.0,0.0,,,,,14.0,31.0,119.0,111.0,119.0,92.0,49.0,0,NC,NC,NC,
Lot,101.0,298.0,1.0,91.0,2.0,493.0,"17,3965207",2024.0,63.0,"100,0","5,9",29.0,,,41,,2.0,2.0,,,,,,24.0,33.0,94.0,108.0,111.0,84.0,39.0,0,NC,NC,0,
Lot-et-Garonne,274.0,503.0,2.0,163.0,2.0,944.0,"14,97153189",2016.0,285.0,"99,6","3,8",36.0,,,6,3.0,,,0.0,,,,,39.0,66.0,230.0,203.0,201.0,140.0,64.0,179,0,0,0,
Lot-et-Garonne,232.0,551.0,1.0,191.0,3.0,978.0,"15,67433288",2017.0,239.0,"99,2","3,9",38.0,,,"9,2",3.0,,,0.0,,,,,41.0,81.0,223.0,202.0,223.0,150.0,58.0,193,0,0,0,
Lot-et-Garonne,240.0,608.0,1.0,139.0,11.0,999.0,"16,12174418",2018.0,246.0,"99,6","3,9",39.0,,,"8,1",3.0,,,0.0,,,,,42.0,78.0,222.0,231.0,210.0,156.0,60.0,142,0,0,0,
Lot-et-Garonne,238.0,536.0,0.0,240.0,6.0,1020.0,"16,52357039",2019.0,239.0,"100,0","3,6",37.0,,,"11,6",3.0,1.0,2.0,0.0,,,,,28.0,63.0,232.0,251.0,216.0,151.0,79.0,121,NC,NC,0,
Lot-et-Garonne,198.0,417.0,2.0,386.0,1.0,1004.0,"16,51913521",2020.0,191.0,"100,0","3,7",37.0,,,"11,2",2.0,,2.0,0.0,,,,1.0,33.0,48.0,232.0,237.0,207.0,167.0,78.0,NC,0,NC,NC,
Lot-et-Garonne,149.0,415.0,1.0,382.0,4.0,951.0,"15,74399046",2021.0,149.0,"99,3","3,0",29.0,,,"11,4",2.0,,2.0,0.0,,,,,25.0,50.0,198.0,231.0,207.0,165.0,75.0,NC,0,NC,0,
Lot-et-Garonne,163.0,358.0,4.0,562.0,2.0,1089.0,"17,97059357",2022.0,165.0,"100,0","3,6",39.0,,,"9,4",3.0,,2.0,,,,,,33.0,59.0,219.0,250.0,240.0,182.0,106.0,149,0,NC,0,
Lot-et-Garonne,164.0,430.0,3.0,526.0,8.0,1131.0,"18,71060599",2023.0,150.0,"100,0","3,5",40.0,,,"11,1",3.0,1.0,5.0,0.0,,,,,35.0,53.0,256.0,288.0,241.0,177.0,81.0,158,NC,378,NC,
Lot-et-Garonne,148.0,450.0,0.0,596.0,5.0,1199.0,"19,92654269",2024.0,141.0,"100,0","3,0",36.0,,,"11,6",3.0,1.0,5.0,,,,,,31.0,71.0,284.0,265.0,246.0,184.0,114.0,197,NC,412,0,
Lozère,48.0,129.0,0.0,7.0,1.0,185.0,"12,79568405",2016.0,35.0,"94,3","1,1",2.0,,,"28,6",,,,0.0,,,,,6.0,15.0,33.0,36.0,33.0,43.0,17.0,0,0,0,0,
Lozère,34.0,154.0,1.0,8.0,0.0,197.0,"13,70625478",2017.0,21.0,"100,0","2,5",5.0,,,"28,4",,,,0.0,,,,,4.0,12.0,52.0,43.0,37.0,30.0,19.0,0,0,0,0,
Lozère,34.0,113.0,0.0,17.0,2.0,166.0,"11,83010262",2018.0,14.0,"100,0","2,4",4.0,,,"39,2",,1.0,1.0,0.0,,,,,6.0,9.0,28.0,43.0,31.0,33.0,16.0,0,NC,NC,0,
Lozère,26.0,133.0,0.0,20.0,1.0,180.0,"12,86725284",2019.0,16.0,"100,0","1,7",3.0,,,"22,2",,1.0,1.0,0.0,,,,,5.0,12.0,41.0,32.0,39.0,36.0,15.0,0,NC,NC,0,
Lozère,24.0,153.0,0.0,32.0,1.0,210.0,"15,21187975",2020.0,17.0,"94,1","2,4",5.0,,,"27,6",,2.0,1.0,0.0,,,,,8.0,22.0,36.0,39.0,40.0,43.0,22.0,0,NC,NC,0,
Lozère,30.0,110.0,2.0,40.0,0.0,182.0,"13,18458418",2021.0,24.0,"100,0","2,7",5.0,,,"25,8",,1.0,1.0,0.0,,2.0,,,1.0,14.0,42.0,33.0,55.0,23.0,13.0,0,NC,NC,0,
Lozère,29.0,102.0,1.0,46.0,0.0,178.0,"13,01454997",2022.0,27.0,"100,0","5,1",9.0,,,"18,5",,1.0,4.0,,,,,,2.0,12.0,40.0,47.0,30.0,28.0,18.0,0,NC,33,0,
Lozère,25.0,54.0,1.0,93.0,2.0,175.0,"12,91608237",2023.0,13.0,"100,0","4,6",8.0,,,"27,4",,2.0,4.0,0.0,,,,,5.0,13.0,38.0,38.0,41.0,24.0,16.0,0,NC,75,0,
Lozère,26.0,80.0,0.0,77.0,2.0,185.0,"13,70167383",2024.0,20.0,"100,0","4,3",8.0,,,"29,7",1.0,2.0,4.0,,,,,,10.0,16.0,40.0,35.0,39.0,30.0,15.0,NC,NC,44,0,
Maine-et-Loire,713.0,951.0,1.0,19.0,5.0,1689.0,"9,685410526",2016.0,766.0,"28,2","8,2",139.0,,,"8,3",,1.0,,0.0,,,,,76.0,138.0,427.0,379.0,327.0,230.0,112.0,0,NC,0,0,
Maine-et-Loire,646.0,914.0,0.0,20.0,1.0,1581.0,"9,104730313",2017.0,654.0,"17,9","7,0",111.0,,,"9,4",,,,0.0,,,,,56.0,110.0,348.0,405.0,322.0,230.0,110.0,0,0,0,0,
Maine-et-Loire,728.0,909.0,0.0,26.0,0.0,1663.0,"9,539269899",2018.0,775.0,"20,0","7,9",132.0,,,"8,6",,1.0,,0.0,,,,,80.0,131.0,366.0,365.0,347.0,274.0,100.0,0,NC,0,0,
Maine-et-Loire,823.0,951.0,2.0,44.0,7.0,1827.0,"10,43660065",2019.0,854.0,"44,5","6,4",117.0,,,"12,3",,1.0,,0.0,,,,,81.0,111.0,429.0,423.0,389.0,280.0,114.0,0,NC,0,0,
Maine-et-Loire,667.0,1022.0,2.0,62.0,3.0,1756.0,"10,03262317",2020.0,708.0,"52,4","6,2",108.0,,,"10,4",,1.0,,0.0,,,,,64.0,106.0,405.0,386.0,376.0,302.0,115.0,0,NC,0,NC,
Maine-et-Loire,735.0,908.0,18.0,101.0,6.0,1768.0,"10,0648981",2021.0,787.0,"53,5","5,7",101.0,,,"10,7",,2.0,,0.0,,,,,59.0,107.0,408.0,399.0,359.0,297.0,136.0,0,NC,0,NC,
Maine-et-Loire,734.0,987.0,7.0,140.0,10.0,1878.0,"10,62962711",2022.0,801.0,"56,1","6,7",125.0,,,"12,9",,1.0,,,,,,,56.0,142.0,440.0,433.0,368.0,300.0,139.0,0,NC,0,0,
Maine-et-Loire,815.0,1002.0,6.0,192.0,53.0,2068.0,"11,6551693",2023.0,891.0,"54,9","7,3",150.0,,,12,,2.0,1.0,0.0,,2.0,,,66.0,156.0,503.0,447.0,410.0,336.0,145.0,0,NC,NC,0,
Maine-et-Loire,821.0,852.0,3.0,139.0,248.0,2063.0,"11,59842356",2024.0,894.0,"60,3","6,7",139.0,,,"11,1",,5.0,3.0,,,,,,62.0,129.0,495.0,470.0,412.0,347.0,132.0,0,38,42,0,
Manche,257.0,561.0,6.0,59.0,1.0,884.0,"9,371852637",2016.0,251.0,"99,2","5,2",46.0,,,"6,8",4.0,4.0,,0.0,,,,,42.0,68.0,219.0,202.0,177.0,129.0,47.0,31,25,0,0,
Manche,208.0,607.0,2.0,76.0,3.0,896.0,"9,647271631",2017.0,205.0,"99,5","5,5",49.0,,,"6,1",4.0,4.0,1.0,0.0,,,,,31.0,53.0,203.0,209.0,192.0,138.0,70.0,37,28,NC,0,
